paleta;nome_cor;codigo_hexadecimal;codigo_rgb;codigo_cmyk
"PANTONE";"615 C";"#D6CF8D";"214,207,141";"0,3,34,16"
"PANTONE";"616 C";"#D0C883";"208,200,131";"0,4,37,18"
"PANTONE";"617 C";"#C0B661";"192,182,97";"0,5,49,25"
"PANTONE";"618 C";"#AC9F3C";"172,159,60";"0,8,65,33"
"PANTONE";"619 C";"#9F912A";"159,145,42";"0,9,74,38"
"PANTONE";"620 C";"#8A7B19";"138,123,25";"0,11,82,46"
"PANTONE";"7751 C";"#CAB64B";"202,182,75";"0,10,63,21"
"PANTONE";"7752 C";"#CFB023";"207,176,35";"0,15,83,19"
"PANTONE";"7753 C";"#C1A01F";"193,160,31";"0,17,84,24"
"PANTONE";"7754 C";"#A08629";"160,134,41";"0,16,74,37"
"PANTONE";"7755 C";"#897630";"137,118,48";"0,14,65,46"
"PANTONE";"7756 C";"#736635";"115,102,53";"0,11,54,55"
"PANTONE";"7757 C";"#675E33";"103,94,51";"0,9,50,60"
"PANTONE";"7758 C";"#D4C304";"212,195,4";"0,8,98,17"
"PANTONE";"7759 C";"#C4B200";"196,178,0";"0,9,100,23"
"PANTONE";"7760 C";"#91852C";"145,133,44";"0,8,70,43"
"PANTONE";"7761 C";"#747136";"116,113,54";"0,3,53,55"
"PANTONE";"7762 C";"#5D6439";"93,100,57";"7,0,43,61"
"PANTONE";"7763 C";"#585C3B";"88,92,59";"4,0,36,64"
"PANTONE";"7764 C";"#535435";"83,84,53";"1,0,37,67"
"PANTONE";"7765 C";"#BBB323";"187,179,35";"0,4,81,27"
"PANTONE";"7766 C";"#B4A91F";"180,169,31";"0,6,83,29"
"PANTONE";"7767 C";"#AA9D2E";"170,157,46";"0,8,73,33"
"PANTONE";"7768 C";"#8F7E35";"143,126,53";"0,12,63,44"
"PANTONE";"7769 C";"#716135";"113,97,53";"0,14,53,56"
"PANTONE";"7770 C";"#635939";"99,89,57";"0,10,42,61"
"PANTONE";"7771 C";"#4E4934";"78,73,52";"0,6,33,69"
"PANTONE";"4545 C";"#D5CB9F";"213,203,159";"0,5,25,16"
"PANTONE";"4535 C";"#CFC493";"207,196,147";"0,5,29,19"
"PANTONE";"4525 C";"#C5B783";"197,183,131";"0,7,34,23"
"PANTONE";"4515 C";"#B3A369";"179,163,105";"0,9,41,30"
"PANTONE";"4505 C";"#998542";"153,133,66";"0,13,57,40"
"PANTONE";"4495 C";"#8C7732";"140,119,50";"0,15,64,45"
"PANTONE";"4485 C";"#614F25";"97,79,37";"0,19,62,62"
"PANTONE";"454 C";"#CAC7A7";"202,199,167";"0,1,17,21"
"PANTONE";"453 C";"#BFBB98";"191,187,152";"0,2,20,25"
"PANTONE";"452 C";"#B0AA7E";"176,170,126";"0,3,28,31"
"PANTONE";"451 C";"#9B945F";"155,148,95";"0,5,39,39"
"PANTONE";"450 C";"#594A25";"89,74,37";"0,17,58,65"
"PANTONE";"449 C";"#524627";"82,70,39";"0,15,52,68"
"PANTONE";"448 C";"#4A412A";"74,65,42";"0,12,43,71"
"PANTONE";"7499 C";"#F1E6B2";"241,230,178";"0,5,26,5"
"PANTONE";"7500 C";"#DFD1A7";"223,209,167";"0,6,25,13"
"PANTONE";"7501 C";"#D9C89D";"217,200,157";"0,8,28,15"
"PANTONE";"7502 C";"#CEB888";"206,184,136";"0,11,34,19"
"PANTONE";"7503 C";"#A89968";"168,153,104";"0,9,38,34"
"PANTONE";"7504 C";"#94795D";"148,121,93";"0,18,37,42"
"PANTONE";"7505 C";"#816040";"129,96,64";"0,26,50,49"
"PANTONE";"468 C";"#DDCBA4";"221,203,164";"0,8,26,13"
"PANTONE";"467 C";"#D3BC8D";"211,188,141";"0,11,33,17"
"PANTONE";"466 C";"#C6AA76";"198,170,118";"0,14,40,22"
"PANTONE";"465 C";"#B9975B";"185,151,91";"0,18,51,27"
"PANTONE";"464 C";"#8B5B29";"139,91,41";"0,35,71,45"
"PANTONE";"463 C";"#744F28";"116,79,40";"0,32,66,55"
"PANTONE";"462 C";"#5C462B";"92,70,43";"0,24,53,64"
"PANTONE";"7506 C";"#EFDBB2";"239,219,178";"0,8,26,6"
"PANTONE";"7507 C";"#FCD299";"252,210,153";"0,17,39,1"
"PANTONE";"7508 C";"#E1B87F";"225,184,127";"0,18,44,12"
"PANTONE";"7509 C";"#D6A461";"214,164,97";"0,23,55,16"
"PANTONE";"7510 C";"#C6893F";"198,137,63";"0,31,68,22"
"PANTONE";"7511 C";"#B77729";"183,119,41";"0,35,78,28"
"PANTONE";"7512 C";"#A6631B";"166,99,27";"0,40,84,35"
"PANTONE";"719 C";"#EDC8A3";"237,200,163";"0,16,31,7"
"PANTONE";"720 C";"#E7B78A";"231,183,138";"0,21,40,9"
"PANTONE";"721 C";"#DDA46F";"221,164,111";"0,26,50,13"
"PANTONE";"722 C";"#C88242";"200,130,66";"0,35,67,22"
"PANTONE";"723 C";"#B36924";"179,105,36";"0,41,80,30"
"PANTONE";"724 C";"#934D11";"147,77,17";"0,48,88,42"
"PANTONE";"725 C";"#7D4016";"125,64,22";"0,49,82,51"
"PANTONE";"475 C";"#F3CFB3";"243,207,179";"0,15,26,5"
"PANTONE";"474 C";"#F1C6A6";"241,198,166";"0,18,31,5"
"PANTONE";"473 C";"#F0BF9B";"240,191,155";"0,20,35,6"
"PANTONE";"472 C";"#E59E6D";"229,158,109";"0,31,52,10"
"PANTONE";"471 C";"#B86125";"184,97,37";"0,47,80,28"
"PANTONE";"470 C";"#A45A2A";"164,90,42";"0,45,74,36"
"PANTONE";"469 C";"#693F23";"105,63,35";"0,40,67,59"
"PANTONE";"726 C";"#E0C09F";"224,192,159";"0,14,29,12"
"PANTONE";"727 C";"#D9B48F";"217,180,143";"0,17,34,15"
"PANTONE";"728 C";"#CDA177";"205,161,119";"0,21,42,20"
"PANTONE";"729 C";"#B58150";"181,129,80";"0,29,56,29"
"PANTONE";"730 C";"#9E652E";"158,101,46";"0,36,71,38"
"PANTONE";"731 C";"#774212";"119,66,18";"0,45,85,53"
"PANTONE";"732 C";"#623412";"98,52,18";"0,47,82,62"
"PANTONE";"4685 C";"#E0C6AD";"224,198,173";"0,12,23,12"
"PANTONE";"4675 C";"#DCBFA6";"220,191,166";"0,13,25,14"
"PANTONE";"4665 C";"#CDA788";"205,167,136";"0,19,34,20"
"PANTONE";"4655 C";"#BF9474";"191,148,116";"0,23,39,25"
"PANTONE";"4645 C";"#AD7C59";"173,124,89";"0,28,49,32"
"PANTONE";"4635 C";"#946037";"148,96,55";"0,35,63,42"
"PANTONE";"4625 C";"#4F2C1D";"79,44,29";"0,44,63,69"
"PANTONE";"7513 C";"#E1B7A7";"225,183,167";"0,19,26,12"
"PANTONE";"7514 C";"#D5A286";"213,162,134";"0,24,37,16"
"PANTONE";"7515 C";"#C58B68";"197,139,104";"0,29,47,23"
"PANTONE";"7516 C";"#99552B";"153,85,43";"0,44,72,40"
"PANTONE";"7517 C";"#85431E";"133,67,30";"0,50,77,48"
"PANTONE";"7518 C";"#6D4F47";"109,79,71";"0,28,35,57"
"PANTONE";"7519 C";"#5D4B3C";"93,75,60";"0,19,35,64"
"PANTONE";"4755 C";"#D7C4B7";"215,196,183";"0,9,15,16"
"PANTONE";"4745 C";"#CDB5A7";"205,181,167";"0,12,19,20"
"PANTONE";"4735 C";"#C0A392";"192,163,146";"0,15,24,25"
"PANTONE";"4725 C";"#AE8A79";"174,138,121";"0,21,30,32"
"PANTONE";"4715 C";"#956C58";"149,108,88";"0,28,41,42"
"PANTONE";"4705 C";"#7C4D3A";"124,77,58";"0,38,53,51"
"PANTONE";"4695 C";"#5B3427";"91,52,39";"0,43,57,64"
"PANTONE";"482 C";"#DBC8B6";"219,200,182";"0,9,17,14"
"PANTONE";"481 C";"#D3BBA8";"211,187,168";"0,11,20,17"
"PANTONE";"480 C";"#C6A992";"198,169,146";"0,15,26,22"
"PANTONE";"479 C";"#AA8066";"170,128,102";"0,25,40,33"
"PANTONE";"478 C";"#713F2A";"113,63,42";"0,44,63,56"
"PANTONE";"477 C";"#623B2A";"98,59,42";"0,40,57,62"
"PANTONE";"476 C";"#4E3629";"78,54,41";"0,31,47,69"
"PANTONE";"7527 C";"#D6D2C4";"214,210,196";"0,2,8,16"
"PANTONE";"7528 C";"#C5B9AC";"197,185,172";"0,6,13,23"
"PANTONE";"7529 C";"#B7A99A";"183,169,154";"0,8,16,28"
"PANTONE";"7530 C";"#A39382";"163,147,130";"0,10,20,36"
"PANTONE";"7531 C";"#7A6855";"122,104,85";"0,15,30,52"
"PANTONE";"7532 C";"#63513D";"99,81,61";"0,18,38,61"
"PANTONE";"7533 C";"#473729";"71,55,41";"0,23,42,72"
"PANTONE";"7534 C";"#D1CCBD";"209,204,189";"0,2,10,18"
"PANTONE";"7535 C";"#B7B09C";"183,176,156";"0,4,15,28"
"PANTONE";"7536 C";"#A69F88";"166,159,136";"0,4,18,35"
"PANTONE";"7537 C";"#A7ACA2";"167,172,162";"3,0,6,33"
"PANTONE";"7538 C";"#949A90";"148,154,144";"4,0,6,40"
"PANTONE";"7539 C";"#8E9089";"142,144,137";"1,0,5,44"
"PANTONE";"7540 C";"#4B4F54";"75,79,84";"11,6,0,67"
"PANTONE";"427 C";"#D0D3D4";"208,211,212";"2,0,0,17"
"PANTONE";"428 C";"#C1C6C8";"193,198,200";"4,1,0,22"
"PANTONE";"429 C";"#A2AAAD";"162,170,173";"6,2,0,32"
"PANTONE";"430 C";"#7C878E";"124,135,142";"13,5,0,44"
"PANTONE";"431 C";"#5B6770";"91,103,112";"19,8,0,56"
"PANTONE";"432 C";"#333F48";"51,63,72";"29,12,0,72"
"PANTONE";"433 C";"#1D252D";"29,37,45";"36,18,0,82"
"PANTONE";"420 C";"#C7C9C7";"199,201,199";"1,0,1,21"
"PANTONE";"421 C";"#B2B4B2";"178,180,178";"1,0,1,29"
"PANTONE";"422 C";"#9EA2A2";"158,162,162";"2,0,0,36"
"PANTONE";"423 C";"#898D8D";"137,141,141";"3,0,0,45"
"PANTONE";"424 C";"#707372";"112,115,114";"3,0,1,55"
"PANTONE";"425 C";"#545859";"84,88,89";"6,1,0,65"
"PANTONE";"426 C";"#25282A";"37,40,42";"12,5,0,84"
"PANTONE";"441 C";"#BEC6C4";"190,198,196";"4,0,1,22"
"PANTONE";"442 C";"#A2ACAB";"162,172,171";"6,0,1,33"
"PANTONE";"443 C";"#919D9D";"145,157,157";"8,0,0,38"
"PANTONE";"444 C";"#717C7D";"113,124,125";"10,1,0,51"
"PANTONE";"445 C";"#505759";"80,87,89";"10,2,0,65"
"PANTONE";"446 C";"#3F4443";"63,68,67";"7,0,1,73"
"PANTONE";"447 C";"#373A36";"55,58,54";"5,0,7,77"
"PANTONE";"413 C";"#BABBB1";"186,187,177";"1,0,5,27"
"PANTONE";"414 C";"#A8A99E";"168,169,158";"1,0,7,34"
"PANTONE";"415 C";"#919388";"145,147,136";"1,0,7,42"
"PANTONE";"416 C";"#7E7F74";"126,127,116";"1,0,9,50"
"PANTONE";"417 C";"#65665C";"101,102,92";"1,0,10,60"
"PANTONE";"418 C";"#51534A";"81,83,74";"2,0,11,67"
"PANTONE";"419 C";"#212322";"33,35,34";"6,0,3,86"
"PANTONE";"400 C";"#C4BFB6";"196,191,182";"0,3,7,23"
"PANTONE";"401 C";"#AFA9A0";"175,169,160";"0,3,9,31"
"PANTONE";"402 C";"#9D968D";"157,150,141";"0,4,10,38"
"PANTONE";"403 C";"#8C857B";"140,133,123";"0,5,12,45"
"PANTONE";"404 C";"#776E64";"119,110,100";"0,8,16,53"
"PANTONE";"405 C";"#696158";"105,97,88";"0,8,16,59"
"PANTONE";"406 C";"#C4BCB7";"196,188,183";"0,4,7,23"
"PANTONE";"407 C";"#B2A8A2";"178,168,162";"0,6,9,30"
"PANTONE";"408 C";"#978C87";"151,140,135";"0,7,11,41"
"PANTONE";"409 C";"#857874";"133,120,116";"0,10,13,48"
"PANTONE";"410 C";"#746661";"116,102,97";"0,12,16,55"
"PANTONE";"411 C";"#5E514D";"94,81,77";"0,14,18,63"
"PANTONE";"412 C";"#382F2D";"56,47,45";"0,16,20,78"
"PANTONE";"434 C";"#D0C4C5";"208,196,197";"0,6,5,18"
"PANTONE";"435 C";"#C1B2B6";"193,178,182";"0,8,6,24"
"PANTONE";"436 C";"#AB989D";"171,152,157";"0,11,8,33"
"PANTONE";"437 C";"#7B6469";"123,100,105";"0,19,15,52"
"PANTONE";"438 C";"#584446";"88,68,70";"0,23,20,65"
"PANTONE";"439 C";"#453536";"69,53,54";"0,23,22,73"
"PANTONE";"440 C";"#382E2C";"56,46,44";"0,18,21,78"
"PANTONE";"Warm Gray 1 C";"#D7D2CB";"215,210,203";"0,2,6,16"
"PANTONE";"Warm Gray 2 C";"#CBC4BC";"203,196,188";"0,3,7,20"
"PANTONE";"Warm Gray 3 C";"#BFB8AF";"191,184,175";"0,4,8,25"
"PANTONE";"Warm Gray 4 C";"#B6ADA5";"182,173,165";"0,5,9,29"
"PANTONE";"Warm Gray 5 C";"#ACA39A";"172,163,154";"0,5,10,33"
"PANTONE";"Warm Gray 6 C";"#A59C94";"165,156,148";"0,5,10,35"
"PANTONE";"Warm Gray 7 C";"#968C83";"150,140,131";"0,7,13,41"
"PANTONE";"Warm Gray 8 C";"#8C8279";"140,130,121";"0,7,14,45"
"PANTONE";"Warm Gray 9 C";"#83786F";"131,120,111";"0,8,15,49"
"PANTONE";"Warm Gray 10 C";"#796E65";"121,110,101";"0,9,17,53"
"PANTONE";"Warm Gray 11 C";"#6E6259";"110,98,89";"0,11,19,57"
"PANTONE";"Cool Gray 1 C";"#D9D9D6";"217,217,214";"0,0,1,15"
"PANTONE";"Cool Gray 2 C";"#D0D0CE";"208,208,206";"0,0,1,18"
"PANTONE";"Cool Gray 3 C";"#C8C9C7";"200,201,199";"0,0,1,21"
"PANTONE";"Cool Gray 4 C";"#BBBCBC";"187,188,188";"1,0,0,26"
"PANTONE";"Cool Gray 5 C";"#B1B3B3";"177,179,179";"1,0,0,30"
"PANTONE";"Cool Gray 6 C";"#A7A8A9";"167,168,169";"1,1,0,34"
"PANTONE";"Cool Gray 7 C";"#97999B";"151,153,155";"3,1,0,39"
"PANTONE";"Cool Gray 8 C";"#888B8D";"136,139,141";"4,1,0,45"
"PANTONE";"Cool Gray 9 C";"#75787B";"117,120,123";"5,2,0,52"
"PANTONE";"Cool Gray 10 C";"#63666A";"99,102,106";"7,4,0,58"
"PANTONE";"Cool Gray 11 C";"#53565A";"83,86,90";"8,4,0,65"
"PANTONE";"Black 2 C";"#332F21";"51,47,33";"0,8,35,80"
"PANTONE";"Black 3 C";"#212721";"33,39,33";"15,0,15,85"
"PANTONE";"Black 4 C";"#31261D";"49,38,29";"0,22,41,81"
"PANTONE";"Black 5 C";"#3E2B2E";"62,43,46";"0,31,26,76"
"PANTONE";"Black 6 C";"#101820";"16,24,32";"50,25,0,87"
"PANTONE";"Black 7 C";"#3D3935";"61,57,53";"0,7,13,76"
"PANTONE";"2001 C";"#F8E59A";"248,229,154";"0,8,38,3"
"PANTONE";"2002 C";"#F9E27D";"249,226,125";"0,9,50,2"
"PANTONE";"2003 C";"#F9E267";"249,226,103";"0,9,59,2"
"PANTONE";"2004 C";"#FBDD7A";"251,221,122";"0,12,51,2"
"PANTONE";"2005 C";"#FED880";"254,216,128";"0,15,50,0"
"PANTONE";"2006 C";"#EBBC4E";"235,188,78";"0,20,67,8"
"PANTONE";"2007 C";"#E0A526";"224,165,38";"0,26,83,12"
"PANTONE";"2008 C";"#EFC06E";"239,192,110";"0,20,54,6"
"PANTONE";"2009 C";"#EFB661";"239,182,97";"0,24,59,6"
"PANTONE";"2010 C";"#FFAD00";"255,173,0";"0,32,100,0"
"PANTONE";"2011 C";"#ED9B33";"237,155,51";"0,35,78,7"
"PANTONE";"2012 C";"#EF9600";"239,150,0";"0,37,100,6"
"PANTONE";"2013 C";"#FF9800";"255,152,0";"0,40,100,0"
"PANTONE";"2014 C";"#B97000";"185,112,0";"0,39,100,27"
"PANTONE";"2015 C";"#F8CFA9";"248,207,169";"0,17,32,3"
"PANTONE";"2016 C";"#FFB673";"255,182,115";"0,29,55,0"
"PANTONE";"2017 C";"#F8AD6D";"248,173,109";"0,30,56,3"
"PANTONE";"2018 C";"#FF7500";"255,117,0";"0,54,100,0"
"PANTONE";"2019 C";"#D76B00";"215,107,0";"0,50,100,16"
"PANTONE";"2020 C";"#BE5400";"190,84,0";"0,56,100,25"
"PANTONE";"2021 C";"#9D4815";"157,72,21";"0,54,87,38"
"PANTONE";"2022 C";"#FAAA8D";"250,170,141";"0,32,44,2"
"PANTONE";"2023 C";"#FA9370";"250,147,112";"0,41,55,2"
"PANTONE";"2024 C";"#F87C56";"248,124,86";"0,50,65,3"
"PANTONE";"2025 C";"#FF8A3D";"255,138,61";"0,46,76,0"
"PANTONE";"2026 C";"#F4633A";"244,99,58";"0,59,76,4"
"PANTONE";"2027 C";"#EE5340";"238,83,64";"0,65,73,7"
"PANTONE";"2028 C";"#EB3300";"235,51,0";"0,78,100,8"
"PANTONE";"2029 C";"#F2827F";"242,130,127";"0,46,48,5"
"PANTONE";"2030 C";"#DD7975";"221,121,117";"0,45,47,13"
"PANTONE";"2031 C";"#D66965";"214,105,101";"0,51,53,16"
"PANTONE";"2032 C";"#D05A57";"208,90,87";"0,57,58,18"
"PANTONE";"2033 C";"#C54644";"197,70,68";"0,64,65,23"
"PANTONE";"2034 C";"#E73C3E";"231,60,62";"0,74,73,9"
"PANTONE";"2035 C";"#D6001C";"214,0,28";"0,100,87,16"
"PANTONE";"2036 C";"#F8BED6";"248,190,214";"0,23,14,3"
"PANTONE";"2037 C";"#F395C7";"243,149,199";"0,39,18,5"
"PANTONE";"2038 C";"#EF60A3";"239,96,163";"0,60,32,6"
"PANTONE";"2039 C";"#E63888";"230,56,136";"0,76,41,10"
"PANTONE";"2040 C";"#DB0B5B";"219,11,91";"0,95,58,14"
"PANTONE";"2041 C";"#A1224E";"161,34,78";"0,79,52,37"
"PANTONE";"2042 C";"#70273D";"112,39,61";"0,65,46,56"
"PANTONE";"2043 C";"#EAC4D2";"234,196,210";"0,16,10,8"
"PANTONE";"2044 C";"#E793B7";"231,147,183";"0,36,21,9"
"PANTONE";"2045 C";"#DD74A1";"221,116,161";"0,48,27,13"
"PANTONE";"2046 C";"#CF578A";"207,87,138";"0,58,33,19"
"PANTONE";"2047 C";"#A64570";"166,69,112";"0,58,33,35"
"PANTONE";"2048 C";"#973961";"151,57,97";"0,62,36,41"
"PANTONE";"2049 C";"#852C4D";"133,44,77";"0,67,42,48"
"PANTONE";"2050 C";"#EFD7E5";"239,215,229";"0,10,4,6"
"PANTONE";"2051 C";"#DDC2CF";"221,194,207";"0,12,6,13"
"PANTONE";"2052 C";"#C89FB6";"200,159,182";"0,21,9,22"
"PANTONE";"2053 C";"#B3809D";"179,128,157";"0,28,12,30"
"PANTONE";"2054 C";"#9E708B";"158,112,139";"0,29,12,38"
"PANTONE";"2055 C";"#905E7B";"144,94,123";"0,35,15,44"
"PANTONE";"2056 C";"#7E4966";"126,73,102";"0,42,19,51"
"PANTONE";"2057 C";"#CF92B7";"207,146,183";"0,29,12,19"
"PANTONE";"2058 C";"#BB85AB";"187,133,171";"0,29,9,27"
"PANTONE";"2059 C";"#B87BA1";"184,123,161";"0,33,13,28"
"PANTONE";"2060 C";"#C86BA8";"200,107,168";"0,46,16,22"
"PANTONE";"2061 C";"#AD5389";"173,83,137";"0,52,21,32"
"PANTONE";"2062 C";"#B4458D";"180,69,141";"0,62,22,29"
"PANTONE";"2063 C";"#A5307C";"165,48,124";"0,71,25,35"
"PANTONE";"2064 C";"#E0A2D4";"224,162,212";"0,28,5,12"
"PANTONE";"2065 C";"#DEA8DD";"222,168,221";"0,24,0,13"
"PANTONE";"2066 C";"#D28DD3";"210,141,211";"0,33,0,17"
"PANTONE";"2067 C";"#C069C2";"192,105,194";"1,46,0,24"
"PANTONE";"2068 C";"#B14EB5";"177,78,181";"2,57,0,29"
"PANTONE";"2069 C";"#A438A8";"164,56,168";"2,67,0,34"
"PANTONE";"2070 C";"#8F1A95";"143,26,149";"4,83,0,42"
"PANTONE";"2078 C";"#B59DBB";"181,157,187";"3,16,0,27"
"PANTONE";"2079 C";"#9B7EA4";"155,126,164";"5,23,0,36"
"PANTONE";"2080 C";"#9873AC";"152,115,172";"12,33,0,33"
"PANTONE";"2081 C";"#865E9C";"134,94,156";"14,40,0,39"
"PANTONE";"2082 C";"#784E90";"120,78,144";"17,46,0,44"
"PANTONE";"2083 C";"#965EC7";"150,94,199";"25,53,0,22"
"PANTONE";"2084 C";"#7F35B2";"127,53,178";"29,70,0,30"
"PANTONE";"2071 C";"#C7B2DE";"199,178,222";"10,20,0,13"
"PANTONE";"2072 C";"#B896D4";"184,150,212";"13,29,0,17"
"PANTONE";"2073 C";"#AF95D3";"175,149,211";"17,29,0,17"
"PANTONE";"2074 C";"#9569BE";"149,105,190";"22,45,0,25"
"PANTONE";"2075 C";"#8866BC";"136,102,188";"28,46,0,26"
"PANTONE";"2076 C";"#8659B5";"134,89,181";"26,51,0,29"
"PANTONE";"2077 C";"#6E3FA3";"110,63,163";"33,61,0,36"
"PANTONE";"2085 C";"#DECDE7";"222,205,231";"4,11,0,9"
"PANTONE";"2086 C";"#A08BCB";"160,139,203";"21,32,0,20"
"PANTONE";"2087 C";"#9B7DD4";"155,125,212";"27,41,0,17"
"PANTONE";"2088 C";"#825DC7";"130,93,199";"35,53,0,22"
"PANTONE";"2089 C";"#7248BD";"114,72,189";"40,62,0,26"
"PANTONE";"2090 C";"#6638B6";"102,56,182";"44,69,0,29"
"PANTONE";"2091 C";"#4C12A1";"76,18,161";"53,89,0,37"
"PANTONE";"2092 C";"#B8ACD6";"184,172,214";"14,20,0,16"
"PANTONE";"2093 C";"#A699C1";"166,153,193";"14,21,0,24"
"PANTONE";"2094 C";"#8E7FAE";"142,127,174";"18,27,0,32"
"PANTONE";"2095 C";"#7965B2";"121,101,178";"32,43,0,30"
"PANTONE";"2096 C";"#654EA3";"101,78,163";"38,52,0,36"
"PANTONE";"2097 C";"#6244BB";"98,68,187";"48,64,0,27"
"PANTONE";"2098 C";"#4A25AA";"74,37,170";"56,78,0,33"
"PANTONE";"2099 C";"#B1A2CA";"177,162,202";"12,20,0,21"
"PANTONE";"2100 C";"#9F8FCA";"159,143,202";"21,29,0,21"
"PANTONE";"2101 C";"#8A75D1";"138,117,209";"34,44,0,18"
"PANTONE";"2102 C";"#6558B1";"101,88,177";"43,50,0,31"
"PANTONE";"2103 C";"#5949A7";"89,73,167";"47,56,0,35"
"PANTONE";"2104 C";"#483698";"72,54,152";"53,64,0,40"
"PANTONE";"2105 C";"#39207C";"57,32,124";"54,74,0,51"
"PANTONE";"2106 C";"#B1B5CE";"177,181,206";"14,12,0,19"
"PANTONE";"2107 C";"#9099BA";"144,153,186";"23,18,0,27"
"PANTONE";"2108 C";"#777FA8";"119,127,168";"29,24,0,34"
"PANTONE";"2109 C";"#676D99";"103,109,153";"33,29,0,40"
"PANTONE";"2110 C";"#5B618F";"91,97,143";"36,32,0,44"
"PANTONE";"2111 C";"#464E7E";"70,78,126";"44,38,0,51"
"PANTONE";"2112 C";"#351F65";"53,31,101";"48,69,0,60"
"PANTONE";"2113 C";"#A5B0E3";"165,176,227";"27,22,0,11"
"PANTONE";"2114 C";"#838DC8";"131,141,200";"35,29,0,22"
"PANTONE";"2115 C";"#6F79BD";"111,121,189";"41,36,0,26"
"PANTONE";"2116 C";"#6068B2";"96,104,178";"46,42,0,30"
"PANTONE";"2117 C";"#44499C";"68,73,156";"56,53,0,39"
"PANTONE";"2118 C";"#343579";"52,53,121";"57,56,0,53"
"PANTONE";"2119 C";"#2C2E65";"44,46,101";"56,54,0,60"
"PANTONE";"2162 C";"#9EA6B4";"158,166,180";"12,8,0,29"
"PANTONE";"2163 C";"#869CAE";"134,156,174";"23,10,0,32"
"PANTONE";"2164 C";"#7E93A7";"126,147,167";"25,12,0,35"
"PANTONE";"2165 C";"#688197";"104,129,151";"31,15,0,41"
"PANTONE";"2166 C";"#57728B";"87,114,139";"37,18,0,45"
"PANTONE";"2167 C";"#506D85";"80,109,133";"40,18,0,48"
"PANTONE";"2168 C";"#254A5D";"37,74,93";"60,20,0,64"
"PANTONE";"2155 C";"#9EB5CB";"158,181,203";"22,11,0,20"
"PANTONE";"2156 C";"#8BA6C1";"139,166,193";"28,14,0,24"
"PANTONE";"2157 C";"#7594B3";"117,148,179";"35,17,0,30"
"PANTONE";"2158 C";"#5C82A5";"92,130,165";"44,21,0,35"
"PANTONE";"2159 C";"#4E769B";"78,118,155";"50,24,0,39"
"PANTONE";"2160 C";"#3E6991";"62,105,145";"57,28,0,43"
"PANTONE";"2161 C";"#285780";"40,87,128";"69,32,0,50"
"PANTONE";"2134 C";"#93A5CF";"147,165,207";"29,20,0,19"
"PANTONE";"2135 C";"#758CC0";"117,140,192";"39,27,0,25"
"PANTONE";"2136 C";"#8394B8";"131,148,184";"29,20,0,28"
"PANTONE";"2137 C";"#6E80A9";"110,128,169";"35,24,0,34"
"PANTONE";"2138 C";"#647692";"100,118,146";"32,19,0,43"
"PANTONE";"2139 C";"#4D6995";"77,105,149";"48,30,0,42"
"PANTONE";"2140 C";"#395382";"57,83,130";"56,36,0,49"
"PANTONE";"2127 C";"#B8C9E1";"184,201,225";"18,11,0,12"
"PANTONE";"2128 C";"#98B6E4";"152,182,228";"33,20,0,11"
"PANTONE";"2129 C";"#5F8DDA";"95,141,218";"56,35,0,15"
"PANTONE";"2130 C";"#5576D1";"85,118,209";"59,44,0,18"
"PANTONE";"2131 C";"#365ABD";"54,90,189";"71,52,0,26"
"PANTONE";"2132 C";"#0857C3";"8,87,195";"96,55,0,24"
"PANTONE";"2133 C";"#1D57A5";"29,87,165";"82,47,0,35"
"PANTONE";"2120 C";"#BECAE9";"190,202,233";"18,13,0,9"
"PANTONE";"2121 C";"#8FACD8";"143,172,216";"34,20,0,15"
"PANTONE";"2122 C";"#9BAEE4";"155,174,228";"32,24,0,11"
"PANTONE";"2123 C";"#7A93DC";"122,147,220";"45,33,0,14"
"PANTONE";"2124 C";"#6F7BD4";"111,123,212";"48,42,0,17"
"PANTONE";"2125 C";"#5461C8";"84,97,200";"58,52,0,22"
"PANTONE";"2126 C";"#303AB2";"48,58,178";"73,67,0,30"
"PANTONE";"2141 C";"#8BBEE8";"139,190,232";"40,18,0,9"
"PANTONE";"2142 C";"#7FADE3";"127,173,227";"44,24,0,11"
"PANTONE";"2143 C";"#3D87CB";"61,135,203";"70,33,0,20"
"PANTONE";"2144 C";"#0067B9";"0,103,185";"100,44,0,27"
"PANTONE";"2145 C";"#004EA8";"0,78,168";"100,54,0,34"
"PANTONE";"2146 C";"#00358E";"0,53,142";"100,63,0,44"
"PANTONE";"2147 C";"#002677";"0,38,119";"100,68,0,53"
"PANTONE";"2169 C";"#81B0D2";"129,176,210";"39,16,0,18"
"PANTONE";"2170 C";"#5F9BC6";"95,155,198";"52,22,0,22"
"PANTONE";"2171 C";"#489FDF";"72,159,223";"68,29,0,13"
"PANTONE";"2172 C";"#147BD1";"20,123,209";"90,41,0,18"
"PANTONE";"2173 C";"#0084D5";"0,132,213";"100,38,0,16"
"PANTONE";"2174 C";"#0076CE";"0,118,206";"100,43,0,19"
"PANTONE";"2175 C";"#006AC6";"0,106,198";"100,46,0,22"
"PANTONE";"2148 C";"#6191B4";"97,145,180";"46,19,0,29"
"PANTONE";"2149 C";"#4C82A8";"76,130,168";"55,23,0,34"
"PANTONE";"2150 C";"#36749D";"54,116,157";"66,26,0,38"
